date,location,new_cases_smoothed
2020-02-25,Albania,23.698999999999998
2020-02-26,Albania,22.683999999999997
2020-02-27,Albania,21.668999999999997
2020-02-28,Albania,20.653999999999996
2020-02-29,Albania,19.639
2020-03-01,Albania,18.624
2020-03-02,Albania,17.609
2020-03-03,Albania,16.594
2020-03-04,Albania,15.578999999999999
2020-03-05,Albania,14.564
2020-03-06,Albania,13.549
2020-03-07,Albania,12.533999999999999
2020-03-08,Albania,11.519
2020-03-09,Albania,10.504
2020-03-10,Albania,9.489
2020-03-11,Albania,8.474
2020-03-12,Albania,7.459
2020-03-13,Albania,6.444
2020-03-14,Albania,5.429
2020-03-15,Albania,6.0
2020-03-16,Albania,7.0
2020-03-17,Albania,6.429
2020-03-18,Albania,6.714
2020-03-19,Albania,5.857
2020-03-20,Albania,5.286
2020-03-21,Albania,5.429
2020-03-22,Albania,6.714
2020-03-23,Albania,7.571
2020-03-24,Albania,9.714
2020-03-25,Albania,12.429
2020-03-26,Albania,15.714
2020-03-27,Albania,16.571
2020-03-28,Albania,17.286
2020-03-29,Albania,17.571
2020-03-30,Albania,17.0
2020-03-31,Albania,17.143
2020-04-01,Albania,16.143
2020-04-02,Albania,14.714
2020-04-03,Albania,16.857
2020-04-04,Albania,19.429
2020-04-05,Albania,21.286
2020-04-06,Albania,22.0
2020-04-07,Albania,20.0
2020-04-08,Albania,20.143
2020-04-09,Albania,18.857
2020-04-10,Albania,16.0
2020-04-11,Albania,14.286
2020-04-12,Albania,12.143
2020-04-13,Albania,12.857
2020-04-14,Albania,13.143
2020-04-15,Albania,13.429
2020-04-16,Albania,15.571
2020-04-17,Albania,17.571
2020-04-18,Albania,16.429
2020-04-19,Albania,16.571
2020-04-20,Albania,16.714
2020-04-21,Albania,19.143
2020-04-22,Albania,20.0
2020-04-23,Albania,20.714
2020-04-24,Albania,19.857
2020-04-25,Albania,23.429
2020-04-26,Albania,23.429
2020-04-27,Albania,21.714
2020-04-28,Albania,20.143
2020-04-29,Albania,18.857
2020-04-30,Albania,15.714
2020-05-01,Albania,14.857
2020-05-02,Albania,11.0
2020-05-03,Albania,9.857
2020-05-04,Albania,9.571
2020-05-05,Albania,10.0
2020-05-06,Albania,9.429
2020-05-07,Albania,9.857
2020-05-08,Albania,9.714
2020-05-09,Albania,9.571
2020-05-10,Albania,10.429
2020-05-11,Albania,9.857
2020-05-12,Albania,8.0
2020-05-13,Albania,6.857
2020-05-14,Albania,8.0
2020-05-15,Albania,9.429
2020-05-16,Albania,11.0
2020-05-17,Albania,11.143
2020-05-18,Albania,10.857
2020-05-19,Albania,10.429
2020-05-20,Albania,12.0
2020-05-21,Albania,10.143
2020-05-22,Albania,9.286
2020-05-23,Albania,8.0
2020-05-24,Albania,7.429
2020-05-25,Albania,8.0
2020-05-26,Albania,11.429
2020-05-27,Albania,12.286
2020-05-28,Albania,15.286
2020-05-29,Albania,16.857
2020-05-30,Albania,19.0
2020-05-31,Albania,19.857
2020-06-01,Albania,19.857
2020-06-02,Albania,19.286
2020-06-03,Albania,19.143
2020-06-04,Albania,17.286
2020-06-05,Albania,16.143
2020-06-06,Albania,15.714
2020-06-07,Albania,15.571
2020-06-08,Albania,17.143
2020-06-09,Albania,19.286
2020-06-10,Albania,22.429
2020-06-11,Albania,26.857
2020-06-12,Albania,29.143
2020-06-13,Albania,33.143
2020-06-14,Albania,39.286
2020-06-15,Albania,46.714
2020-06-16,Albania,53.286
2020-06-17,Albania,54.429
2020-06-18,Albania,57.571
2020-06-19,Albania,60.286
2020-06-20,Albania,61.0
2020-06-21,Albania,63.0
2020-06-22,Albania,57.857
2020-06-23,Albania,53.571
2020-06-24,Albania,56.0
2020-06-25,Albania,57.714
2020-06-26,Albania,61.571
2020-06-27,Albania,62.714
2020-06-28,Albania,62.857
2020-06-29,Albania,67.286
2020-06-30,Albania,69.714
2020-07-01,Albania,66.571
2020-07-02,Albania,67.143
2020-07-03,Albania,69.0
2020-07-04,Albania,69.857
2020-07-05,Albania,70.143
2020-07-06,Albania,71.143
2020-07-07,Albania,71.857
2020-07-08,Albania,75.143
2020-07-09,Albania,75.143
2020-07-10,Albania,75.143
2020-07-11,Albania,78.857
2020-07-12,Albania,80.143
2020-07-13,Albania,86.714
2020-07-14,Albania,89.857
2020-07-15,Albania,92.286
2020-07-16,Albania,94.714
2020-07-17,Albania,89.714
2020-07-18,Albania,91.0
2020-07-19,Albania,90.857
2020-07-20,Albania,85.714
2020-07-21,Albania,89.0
2020-07-22,Albania,86.571
2020-07-23,Albania,87.857
2020-07-24,Albania,94.857
2020-07-25,Albania,89.857
2020-07-26,Albania,96.143
2020-07-27,Albania,101.286
2020-07-28,Albania,101.0
2020-07-29,Albania,106.714
2020-07-30,Albania,104.429
2020-07-31,Albania,100.857
2020-08-01,Albania,108.429
2020-08-02,Albania,108.0
2020-08-03,Albania,105.714
2020-08-04,Albania,107.571
2020-08-05,Albania,112.0
2020-08-06,Albania,117.0
2020-08-07,Albania,125.0
2020-08-08,Albania,125.571
2020-08-09,Albania,127.429
2020-08-10,Albania,130.857
2020-08-11,Albania,132.286
2020-08-12,Albania,132.571
2020-08-13,Albania,136.429
2020-08-14,Albania,138.0
2020-08-15,Albania,140.714
2020-08-16,Albania,138.429
2020-08-17,Albania,137.571
2020-08-18,Albania,139.714
2020-08-19,Albania,142.143
2020-08-20,Albania,142.286
2020-08-21,Albania,143.143
2020-08-22,Albania,145.0
2020-08-23,Albania,149.571
2020-08-24,Albania,158.0
2020-08-25,Albania,157.857
2020-08-26,Albania,159.286
2020-08-27,Albania,159.429
2020-08-28,Albania,153.714
2020-08-29,Albania,143.429
2020-08-30,Albania,136.143
2020-08-31,Albania,129.714
2020-09-01,Albania,121.0
2020-09-02,Albania,114.429
2020-09-03,Albania,108.714
2020-09-04,Albania,110.286
2020-09-05,Albania,117.571
2020-09-06,Albania,125.0
2020-09-07,Albania,127.571
2020-09-08,Albania,135.286
2020-09-09,Albania,139.429
2020-09-10,Albania,145.143
2020-09-11,Albania,150.571
2020-09-12,Albania,154.714
2020-09-13,Albania,156.857
2020-09-14,Albania,159.143
2020-09-15,Albania,159.857
2020-09-16,Albania,158.857
2020-09-17,Albania,155.429
2020-09-18,Albania,150.286
2020-09-19,Albania,148.714
2020-09-20,Albania,147.429
2020-09-21,Albania,145.0
2020-09-22,Albania,142.0
2020-09-23,Albania,138.714
2020-09-24,Albania,139.0
2020-09-25,Albania,138.857
2020-09-26,Albania,132.429
2020-09-27,Albania,124.857
2020-09-28,Albania,122.286
2020-09-29,Albania,121.714
2020-09-30,Albania,123.143
2020-10-01,Albania,126.429
2020-10-02,Albania,131.429
2020-10-03,Albania,137.714
2020-10-04,Albania,143.857
2020-10-05,Albania,145.571
2020-10-06,Albania,150.0
2020-10-07,Albania,154.429
2020-10-08,Albania,156.143
2020-10-09,Albania,157.286
2020-10-10,Albania,159.143
2020-10-11,Albania,161.857
2020-10-12,Albania,165.714
2020-10-13,Albania,169.143
2020-10-14,Albania,175.0
2020-10-15,Albania,187.571
2020-10-16,Albania,205.0
2020-10-17,Albania,220.429
2020-10-18,Albania,236.571
2020-10-19,Albania,254.286
2020-10-20,Albania,271.286
2020-10-21,Albania,284.714
2020-10-22,Albania,291.143
2020-10-23,Albania,293.571
2020-10-24,Albania,297.714
2020-10-25,Albania,300.286
2020-10-26,Albania,299.286
2020-10-27,Albania,296.857
2020-10-28,Albania,298.857
2020-10-29,Albania,295.0
2020-10-30,Albania,296.857
2020-10-31,Albania,288.143
2020-11-01,Albania,292.143
2020-11-02,Albania,296.857
2020-11-03,Albania,310.714
2020-11-04,Albania,322.857
2020-11-05,Albania,343.714
2020-11-06,Albania,368.0
2020-11-07,Albania,404.286
2020-11-08,Albania,429.143
2020-11-09,Albania,458.286
2020-11-10,Albania,484.286
2020-11-11,Albania,500.143
2020-11-12,Albania,498.571
2020-11-13,Albania,498.714
2020-11-14,Albania,504.0
2020-11-15,Albania,517.714
2020-11-16,Albania,528.714
2020-11-17,Albania,547.429
2020-11-18,Albania,576.571
2020-11-19,Albania,630.286
2020-11-20,Albania,679.714
2020-11-21,Albania,709.0
2020-11-22,Albania,704.429
2020-11-23,Albania,732.0
2020-11-24,Albania,739.143
2020-11-25,Albania,729.571
2020-11-26,Albania,711.0
2020-11-27,Albania,683.714
2020-11-28,Albania,656.286
2020-11-29,Albania,694.857
2020-11-30,Albania,660.857
2020-12-01,Albania,673.429
2020-12-02,Albania,682.143
2020-12-03,Albania,700.143
2020-12-04,Albania,722.429
2020-12-05,Albania,765.429
2020-12-06,Albania,766.143
2020-12-07,Albania,785.857
2020-12-08,Albania,774.571
2020-12-09,Albania,781.286
2020-12-10,Albania,794.286
2020-12-11,Albania,794.429
2020-12-12,Albania,799.143
2020-12-13,Albania,791.714
2020-12-14,Albania,786.857
2020-12-15,Albania,794.857
2020-12-16,Albania,778.429
2020-12-17,Albania,766.143
2020-12-18,Albania,734.429
2020-12-19,Albania,685.714
2020-12-20,Albania,639.0
2020-12-21,Albania,604.857
2020-12-22,Albania,544.857
2020-12-23,Albania,525.714
2020-12-24,Albania,486.143
2020-12-25,Albania,482.286
2020-12-26,Albania,459.0
2020-12-27,Albania,464.429
2020-12-28,Albania,449.571
2020-12-29,Albania,476.0
2020-12-30,Albania,487.143
2020-12-31,Albania,498.429
2021-01-01,Albania,419.429
2021-01-02,Albania,462.286
2021-01-03,Albania,454.857
2021-01-04,Albania,435.857
2021-01-05,Albania,448.143
2021-01-06,Albania,468.714
2021-01-07,Albania,484.143
2021-01-08,Albania,580.286
2021-01-09,Albania,577.429
2021-01-10,Albania,593.857
2021-01-11,Albania,621.143
2021-01-12,Albania,620.571
2021-01-13,Albania,618.0
2021-01-14,Albania,612.714
2021-01-15,Albania,608.143
2021-01-16,Albania,597.571
2021-01-17,Albania,585.0
2021-01-18,Albania,573.0
2021-01-19,Albania,563.0
2021-01-20,Albania,557.714
2021-01-21,Albania,560.286
2021-01-22,Albania,574.286
2021-01-23,Albania,603.571
2021-01-24,Albania,654.857
2021-01-25,Albania,690.0
2021-01-26,Albania,731.857
2021-01-27,Albania,761.286
2021-01-28,Albania,791.143
2021-01-29,Albania,813.571
2021-01-30,Albania,830.0
2021-01-31,Albania,836.143
2021-02-01,Albania,882.857
2021-02-02,Albania,891.857
2021-02-03,Albania,910.571
2021-02-04,Albania,934.143
2021-02-05,Albania,961.714
2021-02-06,Albania,994.429
2021-02-07,Albania,1029.857
2021-02-08,Albania,1042.429
2021-02-09,Albania,1084.857
2021-02-10,Albania,1104.286
2021-02-11,Albania,1111.857
2021-02-12,Albania,1107.571
2021-02-13,Albania,1110.714
2021-02-14,Albania,1105.571
2021-02-15,Albania,1080.143
2021-02-16,Albania,1017.571
2021-02-17,Albania,1007.857
2021-02-18,Albania,1008.857
2021-02-19,Albania,1010.571
2021-02-20,Albania,1010.714
2021-02-21,Albania,1024.429
2021-02-22,Albania,1062.143
2021-02-23,Albania,1093.571
2021-02-24,Albania,1085.857
2021-02-25,Albania,1067.857
2021-02-26,Albania,1045.714
2021-02-27,Albania,1021.857
2021-02-28,Albania,988.714
2021-03-01,Albania,949.429
2021-03-02,Albania,931.0
2021-03-03,Albania,906.714
2021-03-04,Albania,886.857
2021-03-05,Albania,867.429
2021-03-06,Albania,837.571
2021-03-07,Albania,818.571
2021-03-08,Albania,807.0
2021-03-09,Albania,769.429
2021-03-10,Albania,738.0
2021-03-11,Albania,703.0
2021-03-12,Albania,688.857
2021-03-13,Albania,677.571
2021-03-14,Albania,653.857
2021-03-15,Albania,633.857
2021-03-16,Albania,611.857
2021-03-17,Albania,585.429
2021-03-18,Albania,583.714
2021-03-19,Albania,557.0
2021-03-20,Albania,531.429
2021-03-21,Albania,532.286
2021-03-22,Albania,503.857
2021-03-23,Albania,479.286
2021-03-24,Albania,479.571
2021-03-25,Albania,462.714
2021-03-26,Albania,456.286
2021-03-27,Albania,442.857
2021-03-28,Albania,419.143
2021-03-29,Albania,410.714
2021-03-30,Albania,410.857
2021-03-31,Albania,408.857
2021-04-01,Albania,391.286
2021-04-02,Albania,375.143
2021-04-03,Albania,363.143
2021-04-04,Albania,342.429
2021-04-05,Albania,339.429
2021-04-06,Albania,316.143
2021-04-07,Albania,290.714
2021-04-08,Albania,286.143
2021-04-09,Albania,279.0
2021-04-10,Albania,281.714
2021-04-11,Albania,266.0
2021-04-12,Albania,246.143
2021-04-13,Albania,259.429
2021-04-14,Albania,252.429
2021-04-15,Albania,231.286
2021-04-16,Albania,216.0
2021-04-17,Albania,185.857
2021-04-18,Albania,171.571
2021-04-19,Albania,168.0
2021-04-20,Albania,155.714
2021-04-21,Albania,145.857
2021-04-22,Albania,140.857
2021-04-23,Albania,137.571
2021-04-24,Albania,136.143
2021-04-25,Albania,134.714
2021-04-26,Albania,130.286
2021-04-27,Albania,127.714
2021-04-28,Albania,125.571
2021-04-29,Albania,123.286
2021-04-30,Albania,116.429
2021-05-01,Albania,110.857
2021-05-02,Albania,100.143
2021-05-03,Albania,95.714
2021-05-04,Albania,84.429
2021-05-05,Albania,80.0
2021-05-06,Albania,76.143
2021-05-07,Albania,70.286
2021-05-08,Albania,68.714
2021-05-09,Albania,69.286
2021-05-10,Albania,68.143
2021-05-11,Albania,68.0
2021-05-12,Albania,60.857
2021-05-13,Albania,54.286
2021-05-14,Albania,51.714
2021-05-15,Albania,44.571
2021-05-16,Albania,41.714
2021-05-17,Albania,39.857
2021-05-18,Albania,38.286
2021-05-19,Albania,35.714
2021-05-20,Albania,32.571
2021-05-21,Albania,30.571
2021-05-22,Albania,28.286
2021-05-23,Albania,27.714
2021-05-24,Albania,26.143
2021-05-25,Albania,22.571
2021-05-26,Albania,21.286
2021-05-27,Albania,20.857
2021-05-28,Albania,18.857
2021-05-29,Albania,17.286
2021-05-30,Albania,14.286
2021-05-31,Albania,14.286
2021-06-01,Albania,15.429
2021-06-02,Albania,15.286
2021-06-03,Albania,13.714
2021-06-04,Albania,12.429
2021-06-05,Albania,11.0
2021-06-06,Albania,10.0
2021-06-07,Albania,9.857
2021-06-08,Albania,8.571
2021-06-09,Albania,9.143
2021-06-10,Albania,9.429
2021-06-11,Albania,9.286
2021-06-12,Albania,10.714
2021-06-13,Albania,11.429
2021-06-14,Albania,11.0
2021-06-15,Albania,10.286
2021-06-16,Albania,8.714
2021-06-17,Albania,7.857
2021-06-18,Albania,6.714
2021-06-19,Albania,5.571
2021-06-20,Albania,4.429
2021-06-21,Albania,4.143
2021-06-22,Albania,3.857
2021-06-23,Albania,3.0
2021-06-24,Albania,2.571
2021-06-25,Albania,3.143
2021-06-26,Albania,3.0
2021-06-27,Albania,3.143
2021-06-28,Albania,3.286
2021-06-29,Albania,2.571
2021-06-30,Albania,3.429
2021-07-01,Albania,3.429
2021-07-02,Albania,2.857
2021-07-03,Albania,3.571
2021-07-04,Albania,3.286
2021-07-05,Albania,3.429
2021-07-06,Albania,4.286
2021-07-07,Albania,5.143
2021-07-08,Albania,6.0
2021-07-09,Albania,7.714
2021-07-10,Albania,7.571
2021-07-11,Albania,8.143
2021-07-12,Albania,8.571
2021-07-13,Albania,9.143
2021-07-14,Albania,8.429
2021-07-15,Albania,9.143
2021-07-16,Albania,9.571
2021-07-17,Albania,11.143
2021-07-18,Albania,13.429
2021-07-19,Albania,14.286
2021-07-20,Albania,18.857
2021-07-21,Albania,21.0
2021-07-22,Albania,24.0
2021-07-23,Albania,25.857
2021-07-24,Albania,26.857
2021-07-25,Albania,27.0
2021-07-26,Albania,27.714
2021-07-27,Albania,26.0
2021-07-28,Albania,27.0
2021-07-29,Albania,28.857
2021-07-30,Albania,29.714
2021-07-31,Albania,32.571
2021-08-01,Albania,35.143
2021-08-02,Albania,36.429
2021-08-03,Albania,41.286
2021-08-04,Albania,51.143
2021-08-05,Albania,63.286
2021-08-06,Albania,79.286
2021-08-07,Albania,92.714
2021-08-08,Albania,113.0
2021-08-09,Albania,119.286
2021-08-10,Albania,141.429
2021-08-11,Albania,168.143
2021-08-12,Albania,188.429
2021-08-13,Albania,221.286
2021-08-14,Albania,260.0
2021-08-15,Albania,290.714
2021-08-16,Albania,309.429
2021-08-17,Albania,342.429
2021-08-18,Albania,369.714
2021-08-19,Albania,405.143
2021-08-20,Albania,427.429
2021-08-21,Albania,462.857
2021-08-22,Albania,482.429
2021-08-23,Albania,510.571
2021-08-24,Albania,560.429
2021-08-25,Albania,612.857
2021-08-26,Albania,665.143
2021-08-27,Albania,720.286
2021-08-28,Albania,755.571
2021-08-29,Albania,789.0
2021-08-30,Albania,801.714
2021-08-31,Albania,838.0
2021-09-01,Albania,857.714
2021-09-02,Albania,852.714
2021-09-03,Albania,849.0
2021-09-04,Albania,860.286
2021-09-05,Albania,878.571
2021-09-06,Albania,880.857
2021-09-07,Albania,836.0
2021-09-08,Albania,849.857
2021-09-09,Albania,870.571
2021-09-10,Albania,882.286
2021-09-11,Albania,865.857
2021-09-12,Albania,861.286
2021-09-13,Albania,848.143
2021-09-14,Albania,884.571
2021-09-15,Albania,872.143
2021-09-16,Albania,864.143
2021-09-17,Albania,861.571
2021-09-18,Albania,858.714
2021-09-19,Albania,846.714
2021-09-20,Albania,852.571
2021-09-21,Albania,835.0
2021-09-22,Albania,810.429
2021-09-23,Albania,785.571
2021-09-24,Albania,766.571
2021-09-25,Albania,740.143
2021-09-26,Albania,705.714
2021-09-27,Albania,683.429
2021-09-28,Albania,643.714
2021-09-29,Albania,623.714
2021-09-30,Albania,609.571
2021-10-01,Albania,584.0
2021-10-02,Albania,567.571
2021-10-03,Albania,557.286
2021-10-04,Albania,515.143
2021-10-05,Albania,548.0
2021-10-06,Albania,532.571
2021-10-07,Albania,513.143
2021-10-08,Albania,484.286
2021-10-09,Albania,473.714
2021-10-10,Albania,453.429
2021-10-11,Albania,481.286
2021-10-12,Albania,435.143
2021-10-13,Albania,426.0
2021-10-14,Albania,420.571
2021-10-15,Albania,420.0
2021-10-16,Albania,413.286
2021-10-17,Albania,429.0
2021-10-18,Albania,432.143
2021-10-19,Albania,448.571
2021-10-20,Albania,470.143
2021-10-21,Albania,480.286
2021-10-22,Albania,502.143
2021-10-23,Albania,530.857
2021-10-24,Albania,532.143
2021-10-25,Albania,538.857
2021-10-26,Albania,543.714
2021-10-27,Albania,545.571
2021-10-28,Albania,549.143
2021-10-29,Albania,531.0
2021-10-30,Albania,519.286
2021-10-31,Albania,514.857
2021-11-01,Albania,505.286
2021-11-02,Albania,516.0
2021-11-03,Albania,501.571
2021-11-04,Albania,498.571
2021-11-05,Albania,522.0
2021-11-06,Albania,443.857
2021-11-07,Albania,546.429
2021-11-08,Albania,551.143
2021-11-09,Albania,557.571
2021-11-10,Albania,574.571
2021-11-11,Albania,582.429
2021-11-12,Albania,574.143
2021-11-13,Albania,658.0
2021-11-14,Albania,564.286
2021-11-15,Albania,559.143
2021-11-16,Albania,533.0
2021-11-17,Albania,522.429
2021-11-18,Albania,511.571
2021-11-19,Albania,501.429
2021-11-20,Albania,484.0
2021-11-21,Albania,416.143
2021-11-22,Albania,477.429
2021-11-23,Albania,473.0
2021-11-24,Albania,472.0
2021-11-25,Albania,467.286
2021-11-26,Albania,458.429
2021-11-27,Albania,449.857
2021-11-28,Albania,509.571
2021-11-29,Albania,448.429
2021-11-30,Albania,396.857
2021-12-01,Albania,342.429
2021-12-02,Albania,335.286
2021-12-03,Albania,330.429
2021-12-04,Albania,323.571
2021-12-05,Albania,310.714
2021-12-06,Albania,307.429
2021-12-07,Albania,335.714
2021-12-08,Albania,352.571
2021-12-09,Albania,317.714
2021-12-10,Albania,310.0
2021-12-11,Albania,303.143
2021-12-12,Albania,293.857
2021-12-13,Albania,289.0
2021-12-14,Albania,286.571
2021-12-15,Albania,283.714
2021-12-16,Albania,295.0
2021-12-17,Albania,287.0
2021-12-18,Albania,289.286
2021-12-19,Albania,284.286
2021-12-20,Albania,281.714
2021-12-21,Albania,281.714
2021-12-22,Albania,284.143
2021-12-23,Albania,286.714
2021-12-24,Albania,285.286
2021-12-25,Albania,284.714
2021-12-26,Albania,276.0
2021-12-27,Albania,258.857
2021-12-28,Albania,297.0
2021-12-29,Albania,326.143
2021-12-30,Albania,280.571
2021-12-31,Albania,429.0
2022-01-01,Albania,383.143
2022-01-02,Albania,453.714
2022-01-03,Albania,453.714
2022-01-04,Albania,524.143
2022-01-05,Albania,446.0
2022-01-06,Albania,622.571
2022-01-07,Albania,668.714
2022-01-08,Albania,668.714
2022-01-09,Albania,1258.429
2022-01-10,Albania,1371.714
2022-01-11,Albania,1520.429
2022-01-12,Albania,1792.571
2022-01-13,Albania,1905.857
2022-01-14,Albania,1981.714
2022-01-15,Albania,2290.714
2022-01-16,Albania,1849.0
2022-01-17,Albania,1881.0
2022-01-18,Albania,1974.571
2022-01-19,Albania,2080.0
2022-01-20,Albania,2130.571
2022-01-21,Albania,2200.714
2022-01-22,Albania,2210.286
2022-01-23,Albania,2204.714
2022-01-24,Albania,2059.429
2022-01-25,Albania,1767.571
2022-01-26,Albania,1698.0
2022-01-27,Albania,1580.714
2022-01-28,Albania,1420.571
2022-01-29,Albania,1102.0
2022-01-30,Albania,1095.857
2022-01-31,Albania,1496.143
2022-02-01,Albania,1383.429
2022-02-02,Albania,1460.714
2022-02-03,Albania,1237.571
2022-02-04,Albania,1292.286
2022-02-05,Albania,1292.286
2022-02-06,Albania,1269.0
2022-02-07,Albania,904.571
2022-02-08,Albania,1024.714
2022-02-09,Albania,739.429
2022-02-10,Albania,825.714
2022-02-11,Albania,549.714
2022-02-12,Albania,625.571
2022-02-13,Albania,483.429
2022-02-14,Albania,489.857
2022-02-15,Albania,396.429
2022-02-16,Albania,360.571
2022-02-17,Albania,325.857
2022-02-18,Albania,368.714
2022-02-19,Albania,336.143
2022-02-20,Albania,308.0
2022-02-21,Albania,295.143
2022-02-22,Albania,280.571
2022-02-23,Albania,256.286
2022-02-24,Albania,235.143
2022-02-25,Albania,220.0
2022-02-26,Albania,176.714
2022-02-27,Albania,194.714
2022-02-28,Albania,170.429
2022-03-01,Albania,178.143
2022-03-02,Albania,155.857
2022-03-03,Albania,125.429
2022-03-04,Albania,127.0
2022-03-05,Albania,127.0
2022-03-06,Albania,97.571
2022-03-07,Albania,98.143
2022-03-08,Albania,90.714
2022-03-09,Albania,83.857
2022-03-10,Albania,93.429
2022-03-11,Albania,74.571
2022-03-12,Albania,84.429
2022-03-13,Albania,64.714
2022-03-14,Albania,62.714
2022-03-15,Albania,53.429
2022-03-16,Albania,56.0
2022-03-17,Albania,58.0
2022-03-18,Albania,58.429
2022-03-19,Albania,59.857
2022-03-20,Albania,60.714
2022-03-21,Albania,57.0
2022-03-22,Albania,62.143
2022-03-23,Albania,51.429
2022-03-24,Albania,53.143
2022-03-25,Albania,51.0
2022-03-26,Albania,49.571
2022-03-27,Albania,49.143
2022-03-28,Albania,49.143
2022-03-29,Albania,54.714
2022-03-30,Albania,63.429
2022-03-31,Albania,60.0
2022-04-01,Albania,63.0
2022-04-02,Albania,62.286
2022-04-03,Albania,62.571
2022-04-04,Albania,68.714
2022-04-05,Albania,67.286
2022-04-06,Albania,63.857
2022-04-07,Albania,61.571
2022-04-08,Albania,53.857
2022-04-09,Albania,52.571
2022-04-10,Albania,49.857
2022-04-11,Albania,43.714
2022-04-12,Albania,38.857
2022-04-13,Albania,37.857
2022-04-14,Albania,38.286
2022-04-15,Albania,41.857
2022-04-16,Albania,38.714
2022-04-17,Albania,40.714
2022-04-18,Albania,43.0
2022-04-19,Albania,37.571
2022-04-20,Albania,40.857
2022-04-21,Albania,32.857
2022-04-22,Albania,44.0
2022-04-23,Albania,47.0
2022-04-24,Albania,46.286
2022-04-25,Albania,44.0
2022-04-26,Albania,46.714
2022-04-27,Albania,46.143
2022-04-28,Albania,56.571
2022-04-29,Albania,45.429
2022-04-30,Albania,45.143
2022-05-01,Albania,48.429
2022-05-02,Albania,49.857
2022-05-03,Albania,47.0
2022-05-04,Albania,40.286
2022-05-05,Albania,37.714
2022-05-06,Albania,36.429
2022-05-07,Albania,33.429
2022-05-08,Albania,28.429
2022-05-09,Albania,27.857
2022-05-10,Albania,32.143
2022-05-11,Albania,32.714
2022-05-12,Albania,31.286
2022-05-13,Albania,32.0
2022-05-14,Albania,33.286
2022-05-15,Albania,35.571
2022-05-16,Albania,35.571
2022-05-17,Albania,38.857
2022-05-18,Albania,41.714
2022-05-19,Albania,35.286
2022-05-20,Albania,28.286
2022-05-21,Albania,37.714
2022-05-22,Albania,35.571
2022-05-23,Albania,37.143
2022-05-24,Albania,35.857
2022-05-25,Albania,36.143
2022-05-26,Albania,40.0
2022-05-27,Albania,45.143
2022-05-28,Albania,34.714
2022-05-29,Albania,33.857
2022-05-30,Albania,31.429
2022-05-31,Albania,23.143
2022-06-01,Albania,33.714
2022-06-02,Albania,29.857
2022-06-03,Albania,37.429
2020-03-02,Andorra,1694.4288333333334
2020-03-03,Andorra,1355.5716666666667
2020-03-04,Andorra,1016.7145
2020-03-05,Andorra,677.8573333333334
2020-03-06,Andorra,339.00016666666664
2020-03-07,Andorra,0.143
2020-03-08,Andorra,0.143
2020-03-09,Andorra,0.0
2020-03-10,Andorra,0.0
2020-03-11,Andorra,0.0
2020-03-12,Andorra,0.0
2020-03-13,Andorra,0.0
2020-03-14,Andorra,0.0
2020-03-15,Andorra,0.0
2020-03-16,Andorra,0.143
2020-03-17,Andorra,5.429
2020-03-18,Andorra,5.429
2020-03-19,Andorra,7.429
2020-03-20,Andorra,10.571
2020-03-21,Andorra,12.429
2020-03-22,Andorra,16.0
2020-03-23,Andorra,18.714
2020-03-24,Andorra,17.857
2020-03-25,Andorra,21.286
2020-03-26,Andorra,24.429
2020-03-27,Andorra,27.429
2020-03-28,Andorra,31.429
2020-03-29,Andorra,31.571
2020-03-30,Andorra,33.857
2020-03-31,Andorra,30.286
2020-04-01,Andorra,28.857
2020-04-02,Andorra,29.143
2020-04-03,Andorra,24.571
2020-04-04,Andorra,22.571
2020-04-05,Andorra,23.857
2020-04-06,Andorra,22.143
2020-04-07,Andorra,24.143
2020-04-08,Andorra,24.857
2020-04-09,Andorra,22.143
2020-04-10,Andorra,23.143
2020-04-11,Andorra,19.286
2020-04-12,Andorra,19.571
2020-04-13,Andorra,17.286
2020-04-14,Andorra,16.286
2020-04-15,Andorra,15.571
2020-04-16,Andorra,12.857
2020-04-17,Andorra,13.571
2020-04-18,Andorra,14.714
2020-04-19,Andorra,10.714
2020-04-20,Andorra,10.143
2020-04-21,Andorra,8.286
2020-04-22,Andorra,7.143
2020-04-23,Andorra,7.143
2020-04-24,Andorra,5.0
2020-04-25,Andorra,4.857
2020-04-26,Andorra,3.571
2020-04-27,Andorra,3.714
2020-04-28,Andorra,3.714
2020-04-29,Andorra,2.857
2020-04-30,Andorra,3.143
2020-05-01,Andorra,2.0
2020-05-02,Andorra,1.286
2020-05-03,Andorra,1.429
2020-05-04,Andorra,1.0
2020-05-05,Andorra,1.143
2020-05-06,Andorra,1.143
2020-05-07,Andorra,1.0
2020-05-08,Andorra,1.0
2020-05-09,Andorra,1.0
2020-05-10,Andorra,1.0
2020-05-11,Andorra,0.714
2020-05-12,Andorra,1.0
2020-05-13,Andorra,1.286
2020-05-14,Andorra,1.286
2020-05-15,Andorra,1.286
2020-05-16,Andorra,1.0
2020-05-17,Andorra,0.857
2020-05-18,Andorra,0.857
2020-05-19,Andorra,0.429
2020-05-20,Andorra,0.286
2020-05-21,Andorra,0.143
2020-05-22,Andorra,0.143
2020-05-23,Andorra,0.143
2020-05-24,Andorra,0.143
2020-05-25,Andorra,0.286
2020-05-26,Andorra,0.286
2020-05-27,Andorra,0.143
2020-05-28,Andorra,0.143
2020-05-29,Andorra,0.286
2020-05-30,Andorra,0.286
